human_bin,smiles,proteinName,protein_dataset
1,CC1=C(C=C(C=C1)O)NC2=C3C=CC(=CC3=NC=C2)C4=CSC(=N4)C=O,prot69,human
0,B#N,prot1174,human
1,C1=CC=C(C(=C1)C(=O)N)NC2=NC(=NC=C2)NC3=CC(=CC=C3)O,prot9,human
1,CN(C)S(=O)(=O)C1=CC\2=C(C=C1)NC(=O)/C2=C\C3=CC4=C(N3)CCCC4,prot9,human
1,C1=CC(=C(C=C1[C@H](CN)O)O)O,prot28,human
0,C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)OC(C(CO)O)C(C(CO)O)O)CO)O)O)O)O,prot424,human
0,CC(C)C1=CC(=C(C)C)CCC1O,prot981,human
0,COC1=C(C=C(C=C1O)C(=O)O)O,prot1282,human
1,COC1=C(C(=C(C=C1)F)F)C(=O)C2=CN=C(N=C2N)NC3CCN(CC3)S(=O)(=O)C,prot9,human
0,COC1=C(C=C(C=C1)CCN)OC,prot1463,human
0,CC(=O)OCC(=O)[C@]1(CC[C@@H]2[C@@]1(C[C@@H]([C@]3([C@H]2CCC4=CC(=O)C=C[C@@]43C)F)O)C)O,prot509,human
0,CC(C)C(C(=O)O)N,prot1318,human
0,C(CCO)C[C@@H](C(=O)O)N,prot639,human
1,C1C[C@@H](O[C@@H]1CO)N2C=CC(=NC2=O)N,prot567,human
0,CC(=O)C1=CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,prot1198,human
1,C1CNCCN(C1)S(=O)(=O)C2=CC=CC3=C2C=CNC3=O,prot837,human
0,C/C=C(\C)/C(=O)O,prot133,human
1,C1=CC(=CC=C1CCC2=CC(=CC(=C2)O)O)O,prot920,human
0,C[C@]12CC[C@H]3[C@@H]([C@@H]1CC[C@@H]2O)CCC4=C3C=CC(=C4)O,prot191,human
0,C[C@H](CCCC(C)CO)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,prot1484,human
0,C[C@]12CC[C@H]3[C@@H]([C@@H]1CC[C@@H]2O)CCC4=C3C=CC(=C4)O,prot237,human
1,C[C@@]1(C(=O)N(C(=O)O1)NC2=CC=CC=C2)C3=CC=C(C=C3)OC4=CC=CC=C4,prot395,human
0,C[C@]12CC[C@@H](C[C@H]1CC[C@@H]3[C@@H]2CC[C@]4([C@@]3(CC[C@@H]4C5=CC(=O)OC5)O)C)O,prot981,human
1,C(C(CO)O)O,prot828,human
1,CC(C)[C@H](C(=O)NO)N(CC1=CN=CC=C1)S(=O)(=O)C2=CC=C(C=C2)OC,prot717,human
1,C1=CC=C(C=C1)NCC2=CN=CC=C2,prot920,human
0,CC1(C2CCC1(C(=O)C2)C)C,prot1149,human
0,CC[C@@]1(CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CCCC[C@H]34)C)O,prot1253,human
1,CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OCC(COP(=O)(O)OC[C@@H](COC(=O)CCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC)O)OC(=O)CCCCCCCCCCCCCCCCC,prot1242,human
0,C1=NC2=C(C(=N1)N)N=CN2[C@H]3[C@H]([C@@H]([C@H](O3)CO)O)O,prot1486,human
0,C[C@@H]1C([C@@H](C[C@@H](O1)OC2CCC3(C4CCC5(C(CC[C@]5(C4CCC3(C2)O)O)C6=CC(=O)OC6)C)C=O)OC)O[C@H]7C[C@H]([C@@H]([C@H]([C@@H]7O)O)O)CO,prot190,human
1,C(C(=O)N)N,prot688,human
0,C[C@@]1(CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C)O,prot239,human
1,C1[C@@H]([C@H](CSS1)O)O,prot1422,human
0,C[C@H](CC1=CC=CC=C1)NC2=NC=NC3=C2N=CN3C4C([C@H](C(O4)CO)O)O,prot961,human
1,CN1CCC=C(C1)C(=O)OC,prot28,human
1,CCN(CC)CCC1=CNC2=CC=CC=C21,prot28,human
1,CCCN1C(=NC(=C1C2=NC(=NC=C2)NC3CCCCC3)C4=CC(=C(C=C4)Cl)Cl)C5CCNCC5,prot9,human
0,CCOS(=O)(=O)CC,prot1420,human
1,C1=CC=C(C(=C1)C2=NN=C(S2)S(=O)(=O)N)Cl,prot3,human
0,CCNC(=O)[C@@H]1[C@@H]([C@@H](C(O1)N2C=NC3=C2N=C(N=C3N)NCCC4=CC=C(C=C4)CCC(=O)O)O)O,prot1489,human
1,C([C@@H](C(=O)O)N)S,prot1421,human
0,[2H]C(=O)[2H],prot1490,human
0,C[C@]12CC[C@@H](C[C@@H]1CC[C@@H]3[C@@H]2CC[C@]4([C@H]3CCC4=O)C)O,prot1491,human
0,C1C2=CC(=C(C=C2C3C1(COC4=C3C=CC(=C4O)O)O)O)O,prot103,human
0,C=CCC(=O)O,prot1399,human
0,CC(CCC(=O)NCCS(=O)(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2[C@@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)C,prot285,human
0,C(CC(CC(=O)O)N)CN,prot922,human
1,C1=CC(=CC(=C1)NC2=C(C=CC=N2)C(=O)O)C(F)(F)F,prot188,human
0,C([C@@H]1[C@H]([C@@H]([C@H]([C@@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)O)O)O)O)O)O)O)O,prot1493,human
0,C[C@]12CC[C@H](C[C@H]1CCC3C2CC[C@]4([C@@]3(CC[C@@H]4C5=CC(=O)OC5)O)C)O,prot784,human
0,CC(C)C[C@@H](C(=O)NCC(=O)O)NC(=O)[C@@H]1CCCN1,prot60,human
1,C(CC(=O)O)C(=O)C(=O)O,prot1212,human
0,CC(C)[C@@H](C(=O)N)NC,prot1189,human
0,O[P+](=O)O[P+](=O)O,prot1382,human
0,CC(=CCCC(C)([C@H]1CC[C@@]2([C@@H]1[C@@H](C[C@H]3[C@]2(CC[C@@H]4[C@@]3(CC[C@@H](C4(C)C)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)CO)O)O)O)C)C)O)C)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)COC8[C@@H]([C@H]([C@@H]([C@H](O8)CO)O)O)O)O)O)O)C,prot1401,human
0,CC1C2(C(=O)OC3(C(C4=C(C5(CCC4(C2(C3=C)C(=O)O1)C)C=CC(=O)OC5(C)C)C)OC(=O)C)C)O,prot1336,human
0,CC(=O)N1CCN(CC1)C2=CC=C(C=C2)OC[C@H]3CO[C@@](O3)(CN4C=CN=C4)C5=C(C=C(C=C5)Cl)Cl,prot1022,human
1,C[C@]12CC[C@H]3[C@H]([C@@H]1CC=C2)CC[C@@H]4[C@@]3(CC[C@H](C4)O)C,prot256,human
1,C(C(CO)O)O,prot50,human
0,CCCCCCCCCCCCCCCC(=O)OC,prot1166,human
0,C[C@H](/C=C/C(=O)C(=O)O)C(=O)CC[C@@H]1[C@H]2CCC(=O)[C@]2(CCC1=O)C,prot1494,human
1,C1=COC(=C1)CNC2=CC(=C(C=C2C(=O)O)S(=O)(=O)N)Cl,prot3,human
0,C1=NC2=C(C(=N1)N)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OC[C@@H]4[C@H]([C@@H]5[C@H](O4)OP(=O)(O5)O)O)O)O,prot1495,human
0,C(C(=O)[O-])Br,prot1368,human
0,C1=CC2=C3C(=C1)C=CC4=C3C(=CC5=C4[C@H]6[C@H](O6)[C@@H]([C@H]5O)O)C=C2,prot88,human
1,C1=CC(=CC=C1/C=C/C2=CC(=CC(=C2)O)O)O,prot553,human
0,C[N+](C)(C)CCOP(=O)(O)OC[C@@H](COC(=O)CCCCCCCCCCCOC)OC(=O)CCCCCCCCCCCOC,prot1297,human
0,CCCCCCCC/C=C/CCCCCCCCCCCC(=O)O,prot1497,human
0,C1(C(C(C2C(C1O)O2)O)O)O,prot1498,human
1,CN1CCN(CC1)C2=C3C=CC=CC3=NC4=C(N2)C=C(C=C4)Cl,prot28,human
1,CCCN1C[C@@H](C[C@H]2[C@H]1CC3=CNC4=CC=CC2=C34)CSC,prot28,human
1,C([C@@H](C(=O)O)N)S(=O)(=O)O,prot153,human
1,C[C@@H](C(=O)C1=CC=CC=C1)N,prot198,human
1,CN(CCOC1=CC=C(C=C1)C2=CC=C(C=C2)C#N)C(=O)NO,prot89,human
1,C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1([C@H](C[C@H]3[C@H]2[C@@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)O)C,prot399,human
0,C1=NC2=C(N1[C@@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)NC(=O)NC2=O,prot108,human
0,CC1(CCC2(CCC3(C(=CCC4C3(CCC5C4(CCCC5(C)C)C)C)C2C1)C)C)C,prot759,human
0,CC(=O)[C@H]1CCC2[C@@]1(CCC3C2CC[C@H]4[C@@]3(CC[C@@](C4)(CCl)O)C)C,prot718,human
1,C[C@@H]([C@H](C(=O)O)N)C(=O)O,prot665,human
1,CN(C)C1=CC=C(C=C1)C(=C2C=CC(=[N+](C)C)C=C2)C3=CC=C(C=C3)N(C)C,prot28,human
1,C([C@H](C(=O)O)OP(=O)(O)O)O,prot200,human
0,C[C@]12CCC3C(C1CC[C@]2(C#C)O)CCC4=CC(=C(C=C34)O)O,prot1240,human
1,C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1([C@H](C[C@H]3[C@H]2[C@@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)O)C,prot464,human
1,CC1=C(C(=O)N2CCCCC2=N1)CCN3CCC(CC3)C4=NOC5=C4C=CC(=C5)F,prot28,human
0,CC(C)CC(C)CC(C)C1=CC=C(C=C1)O,prot1499,human
0,CC(=CCC[C@](C)(C1CC[C@@]2([C@@H]1[C@@H](CC3[C@]2(CC[C@@H]4[C@@]3(CC[C@@H](C4(C)C)O)C)C)O)C)O)C,prot1500,human
1,C[C@@H](CC(C)(C)O)O,prot252,human
0,COC1=C(C=C(C=C1)CCN)OC,prot657,human
0,CCCC1(CCC1)[C@@H](C/C=C/[C@H]2[C@@H](CC(=O)[C@@H]2CCCCCCC(=O)OC)O)O,prot789,human
1,COC1=C(C(=C(C=C1)F)F)C(=O)C2=CN=C(N=C2N)NC3CCN(CC3)S(=O)(=O)C,prot9,human
0,[C@@H]1([C@@H]([C@H]([C@H]2[C@@H]([C@@H]1O)O2)O)O)O,prot1101,human
0,CCCCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC,prot343,human
1,CC(C)CN(CC(=O)NO)S(=O)(=O)C1=CC=C(C=C1)OC,prot89,human
1,C([C@H]([C@@H](CS)O)O)S,prot999,human
1,CCN(CC)CCNC(=O)C1=C(NC(=C1C)/C=C\2/C3=C(C=CC(=C3)Cl)NC2=O)C,prot670,human
1,CN(C)CCOC(=O)C(C1=CC=CC=C1)C2(CCCC2)O,prot28,human
0,C[C@H]1CCC2([C@@]3(CC4(C5(C([C@H](C3(C5(C2([C@@H]1O)O4)O)O)OC(=O)C6=CC=CN6)(C(C)C)O)C)O)C)O,prot1029,human
1,C[C@@]1(C(=O)N(C(=O)O1)NC2=CC=CC=C2)C3=CC=C(C=C3)OC4=CC=CC=C4,prot481,human
0,C1[C@@H]([C@H](O[C@H]1N2C=CC(=NC2=O)N)COP(=O)(O)OP(=O)(O)O)O,prot1350,human
1,CC1=NC=C(C(=C1O)CN)COP(=O)(O)O,prot1262,human
1,C1=CC(=CC(=C1)Cl)CNCCC2=CC=C(C=C2)N=C(C3=CC=CS3)N,prot143,human
0,CC(C(=O)O)N,prot1503,human
1,C[C@@H](CC(C)(C)O)O,prot1504,human
0,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)OC3=CC(=C4C(=C3)OC(=CC4=O)C5=CC=C(C=C5)OC)O)O)O)O)O)O)O,prot948,human
0,C1CCC(CC1)C(CCN2CCCCC2)(C3=CC=CC=C3)O,prot1506,human
0,CCNC(=O)C1C(C(C(O1)N2C=NC3=C2N=CN=C3N(C(=O)NC4=NC=C(C=C4)Cl)C(=O)NC5=NC=C(C=C5)Cl)O)O,prot1508,human
1,C(C(CO)O)O,prot1046,human
0,C([C@@H]1[C@@H]2[C@@H]([C@H]([C@H](O1)O[C@@H]3[C@H](O[C@@H]([C@@H]([C@H]3O)O)O[C@@H]4[C@H](O[C@@H]([C@@H]([C@H]4O)O)O[C@@H]5[C@H](O[C@@H]([C@@H]([C@H]5O)O)O[C@@H]6[C@H](O[C@@H]([C@@H](C6O)O)O[C@@H]7[C@H](O[C@@H]([C@@H]([C@H]7O)O)O[C@@H]8[C@H](O[C@H](O2)[C@@H]([C@H]8O)O)CO)CO)CO)CO)CO)CO)O)O)O,prot297,human
0,C(C(=O)N)N,prot770,human
1,C1=CC=C2C(=C1)C3=NNC4=CC=CC(=C43)C2=O,prot455,human
1,C1=CC=C2C(=C1)C(=C3N2C4=CC=CC=C4C(=O)N3)CC(=O)O,prot9,human
1,CCC(=O)C(CC(C)N(C)C)(C1=CC=CC=C1)C2=CC=CC=C2,prot5,human
1,CC1=C(C=C(C=C1)C(=O)NC2CC2)C3=CC4=CN=C(N=C4C=C3)NCCN5CCOCC5,prot91,human
0,C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)OC3C(OC(C(C3O)O)O)CO)CO)O)O)O)O,prot1510,human
1,C1[C@@H]2COC(=O)N2C3=C(N1)NC(=NC3=O)N,prot94,human
0,CC(CC1=CC=CC=C1)NC2=NC=NC3=C2N=CN3[C@H]4[C@@H]([C@@H]([C@H](O4)CO)O)O,prot1080,human
0,CC(=O)CC(=O)CCC(=O)O,prot433,human
0,CCCCCC(=O)OCC(COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCC,prot1511,human
1,C(C(CO)O)O,prot1512,human
1,CC1=CC(=NC(=N1)OC2=CC=C(C=C2)N3C=CN=C3)OC4=CC5=C(C=C4)OCO5,prot94,human
0,C1=CC2=C3C(=C1)C=CC4=C3C(=CC5=C4[C@H]6[C@H](O6)[C@@H]([C@H]5O)O)C=C2,prot385,human
1,C(C(CO)O)O,prot1513,human
1,CO[C@@H]1C[C@@H](N(C1)C(=O)NC2=CC=C(C=C2)Cl)C(=O)NC3=C(C=C(C=C3)N4C=CC=CC4=O)F,prot1384,human
1,C[C@@H]([C@H](C(=O)O)N)OP(=O)(O)O,prot390,human
1,[B-](CCCC[C@@H](C(=O)O)N)(O)(O)O,prot439,human
0,C1=CC2=C3C(=C1)C=CC4=C3C(=CC5=C4[C@@H]6[C@@H](O6)[C@@H]([C@H]5O)O)C=C2,prot299,human
1,CN1C=C(N=C1)C[C@@H](C(=O)O)N,prot497,human
1,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@@]4([C@]3([C@H](C[C@@]2([C@]1(C(=O)CO)O)C)O)F)C,prot256,human
0,CCC1C(=NN=C(C2=CC(=C(C=C12)OC)OC)C3=CC(=C(C=C3)OC)OC)C,prot1385,human
1,CC(C)C[C@H](CC(=O)O)C(=O)N[C@H]1CC2=CN(CCCCCCNC1=O)C3=CC=CC=C23,prot89,human
0,C[C@@H]1CC[C@@]2(CC[C@@]3(C(=CC[C@H]4[C@]3(CC[C@@H]5[C@@]4(CC[C@@H](C5(C)C)O)C)C)[C@@H]2[C@H]1C)C)CO,prot160,human
0,CC(C(C)O)O,prot1356,human
1,CN1[C@H](CNC2=C1C(=O)N=C(N2)N)CNC3=CC=C(C=C3)C(=O)N[C@@H](CCC(=O)O)C(=O)O,prot413,human
1,C1CCC(CC1)C(CCN2CCCC2)(C3=CC=CC=C3)O,prot28,human
0,CCCCCCCCO[C@H]1[C@H](C([C@@H](C(O1)CO)O)O)O,prot777,human
1,CC(C)C[C@H]([C@H](CSC1=CC=CS1)C(=O)NO)C(=O)N[C@@H](CC2=CC=CC=C2)C(=O)NC,prot474,human
0,C1CC(NC1)C(=O)O,prot1515,human
0,C(CN)C(C(=O)O)N,prot871,human
0,CCCCC[C@@H](CCCCCCCCCCCC(=O)O)O,prot1017,human
1,CCN(CC)CCNC(=O)C1=C(NC(=C1C)/C=C\2/C3=C(C=CC(=C3)F)NC2=O)C,prot473,human
1,C(CC(=O)O)[C@@H](C(=O)O)N,prot359,human
0,C1=CC=C2C(=C1)C(=CN2)C[C@@H](C(=O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C4N=CN=C5N)O)O)N,prot112,human
0,CC1=CC=CC2=CC=CC=C12,prot1090,human
0,C(I)(I)I,prot1245,human
0,C(C(=O)[O-])F,prot1311,human
1,C(C(CO)O)O,prot9,human
1,C1CN(CCN1C/C=C/C2=CC=CC=C2)C(C3=CC=C(C=C3)F)C4=CC=C(C=C4)F,prot28,human
1,CC1=C(C(=O)OC2=C1C=CC(=C2)O)CCO,prot497,human
0,C[C@H](C[C@@H](C(=O)O)N)C(=O)O,prot748,human
1,CCCCC1=NC(=C(N1CC2=CC=C(C=C2)C3=CC=CC=C3C4=NNN=N4)CO)Cl,prot28,human
0,CCOC(=O)OC(C)OC(=O)[C@H]1C(S[C@H]2N1C(=O)[C@H]2NC(=O)[C@@H](C3=CC=CC=C3)N)(C)C,prot799,human
1,CCC1=C(C(=NC(=N1)N)N)C2=CC3=C(C=C2)C4=CC=CC=C4N3CCCOC,prot349,human
0,C#[C],prot1516,human
1,C1=CC(=C(C(=C1)F)NC(=S)N2C(=NC(=N2)NC3=CC=C(C=C3)S(=O)(=O)N)N)F,prot9,human
1,C([C@@H](C(=O)O)N)S(=O)(=O)O,prot1517,human
0,CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)O[C@@H]1[C@@H]([C@@H]([C@H]([C@@H]([C@H]1O)OP(=O)(O)O)OP(=O)(O)O)O)O)OC(=O)CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC,prot1519,human
1,C[C@]12CC[C@H]3[C@H]([C@@H]1CCC2=O)CCC4=CC(=O)C=C[C@]34C,prot211,human
1,CCCC1=NC(=C2N1NC(=NC2=O)C3=C(C=CC(=C3)S(=O)(=O)N4CCN(CC4)CC)OCC)C,prot364,human
0,C1=NC2=C(C(=N1)N)N=CN2C3C(C(C(O3)COP(=O)(CP(=O)(O)OCC4C(C(C(O4)O)O)O)O)O)O,prot1520,human
0,C([C@H]([C@H]([C@@H]([C@H](C=O)[18F])O)O)O)O,prot923,human
1,CN1C=NC2=C1C(=O)N(C(=O)N2C)C,prot475,human
0,C[C@@H]1CC[C@@]2(CC[C@@]3(C(=CC[C@H]4[C@]3(CCC5[C@@]4(C[C@H]([C@H](C5(C)C)O)O)C)C)[C@H]2[C@]1(C)O)C)C(=O)O,prot245,human
0,CC12CCC3C(C1CCC2OC(=O)CCC(=O)O)CCC4=C3C=CC(=C4)O,prot544,human
1,C1=CC=C(C=C1)C2=CC(=O)OC3=C2C=CC(=C3O)O,prot243,human
1,CCCNCC(COC1=CC=CC=C1C(=O)CCC2=CC=CC=C2)O,prot28,human
0,CC(C)C[C@@](C)(C(=O)O)N,prot99,human
1,CN(C)C[C@@H](COC1=CC=C(C=C1)NC2=NC=C(C(=N2)NC3=CC=CC=C3)Br)O,prot9,human
1,C(C(CO)O)O,prot1522,human
0,C1C[C@@H]2[C@H](C[C@H]1N2)C3=CN=C(C=C3)Cl,prot512,human
0,C(C(C(C(C(C=O)N)O)O)O)O,prot310,human
1,C1CCC(CC1)C(CCN2CCCCC2)(C3=CC=CC=C3)O,prot28,human
0,C[C@]12CC[C@H]3[C@@H]([C@@H]1CC[C@@H]2O)CCC4=C3C=CC(=C4)O,prot879,human
1,CC(=O)N[C@@H]1[C@H]([C@H]([C@H](O[C@H]1O)CO)O)O,prot1033,human
1,C(C(=O)O)N,prot38,human
1,CN1C=NC=C1[C@@H](C2=CC=C(C=C2)C#N)OCC3=C(C=C(C(=N3)Cl)C#N)C4=CC(=CC=C4)Cl,prot952,human
1,C1=CC(=C(C(=C1)F)NC(=S)N2C(=NC(=N2)NC3=CC=C(C=C3)S(=O)(=O)N)N)F,prot356,human
0,C[C@]12CC[C@H]3[C@@H]([C@@H]1CC[C@@H]2O)CCC4=C3C=CC(=C4)O,prot297,human
0,C1=[N+](C2=C(N1)C(=NC=N2)SP(=O)(O)O)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)O)O)O,prot773,human
0,C1=NC2=C(N1[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)N=C(N=C2N)F,prot46,human
0,CC(=O)[C@H]1CCC2[C@@]1(CCC3C2CC[C@H]4[C@@]3(CC[C@@](C4)(C=C)O)C)C,prot718,human
1,C1=CC(=C(C(=C1)F)NC(=S)N2C(=NC(=N2)NC3=CC=C(C=C3)S(=O)(=O)N)N)F,prot90,human
0,NS(=O)O,prot1110,human
0,C([C@@H]1[C@@H]2[C@@H]([C@H]([C@H](O1)O[C@@H]3[C@H](O[C@@H]([C@@H]([C@H]3O)O)O[C@@H]4[C@H](O[C@@H]([C@@H]([C@H]4O)O)O[C@@H]5[C@H](O[C@@H]([C@@H]([C@H]5O)O)O[C@@H]6[C@H](O[C@@H]([C@@H]([C@H]6O)O)O[C@@H]7[C@H](O[C@H](O2)[C@@H]([C@H]7O)O)CO)CO)CO)CO)CO)O)O)O,prot270,human
0,CC1CC2C3CCC4=CC(=O)C=CC4(C3C(=O)CC2([C@]1(C(=O)CO)O)C)C,prot739,human
1,C([C@@H](C(=O)O)N)SO,prot1120,human
1,C(C(CO)O)O,prot85,human
0,CC(=O)[CH2],prot1529,human
0,B#B,prot1530,human
0,C[C@H](CC1=CC=CC=C1)NC2=NC=NC3=C2N=CN3C4[C@H]([C@H]([C@H](O4)CO)O)O,prot961,human
1,C1CCN(CC1)CCOC2=CC=C(C=C2)C3=CN4C(=C(C=N4)C5=CC=NC=C5)N=C3,prot9,human
0,CN1C[C@H]2CCCC[C@H]2C[C@H]1C(=O)O,prot134,human
1,C(C(CO)O)O,prot1532,human
1,C(C(CO)O)O,prot959,human
1,C(CCN)CCN,prot3,human
1,CC(C)(C)NCC(C1=CC(=C(C=C1)O)CO)O,prot28,human
0,C1=NC2=C(C(=N1)N)N=CN2[C@H]3[C@H]([C@@H]([C@H](O3)COP(=O)(O)O)O)O,prot1438,human
1,C(CCCO)CCO,prot958,human
0,CC(=O)[CH2],prot1229,human
1,CC1=C(C2=C(N1C(=O)C3=CC=C(C=C3)Cl)C=CC(=C2)OC)CC(=O)O,prot226,human
0,CC(C)C(=O)N,prot992,human
1,CC#C[C@@]1(CC[C@@H]2[C@@]1(C[C@@H](C3=C4CCC(=O)C=C4CC[C@@H]23)C5=CC=C(C=C5)N(C)C)C)O,prot1022,human
0,CCCCC/C=C/C/C=C/CCCCCCCC(=O)O,prot1534,human
1,C(=O)(C(=O)O)O,prot1037,human
0,CCCCN=C(N)N=C(N)N,prot1535,human
1,C1=CC(=CC=C1C[C@@H](C(=O)O)N)OP(=O)(O)O,prot838,human
0,C[C@]12CC[C@H]3[C@@H]([C@@H]1CC[C@@H]2O)CCC4=C3C=CC(=C4)O,prot1536,human
0,COC1=C(C=CC(=C1)/C=C/C=O)O,prot430,human
1,C[C@@H](CC(C)(C)O)O,prot399,human
1,CN1C2=C(C=CC(=C2)OCCCCCCN(C)CC=C)C(=N1)C3=CC=C(C=C3)Br,prot747,human
0,CCCCC/C=C\CC(=O)C(CCCCCCCC(=O)[O-])O,prot417,human
1,C1=CC(=C(C=C1F)OCC(=O)O)C(=S)NCC2=C(C=C(C=C2)Br)F,prot457,human
0,C[C@@H]([C@H]1CCC2[C@@]1(CC[C@H]3[C@H]2CC(=O)[C@@H]4[C@@]3(C[C@H]([C@H](C4)O)O)C)C)[C@H]([C@@H]([C@@H](C)C(C)C)O)O,prot1537,human
0,C1C(C(OC2=CC(=CC(=C21)O)O)C3=CC(=C(C=C3)O)O)OC(=O)C4=CC(=C(C(=C4)O)O)O,prot829,human
1,C1=CC=C(C(=C1)C(=O)O)NC2=CC=CC(=C2)C(F)(F)F,prot226,human
0,C#CC(CCC(=O)O)N,prot117,human
0,CC(=O)OCC(=O)[C@]1(CC[C@@H]2[C@@]1(C[C@@H]([C@]3([C@H]2C[C@H](C4=CC(=O)C(=C[C@@]43C)Br)F)F)O)C)OC(=O)C,prot1538,human
1,CS(=O)(=O)C1=CC(=C(C=C1)C2=NOC(=N2)[C@@H](CC3CC3)[C@@H](C(=C4CCCC4)F)N)Cl,prot1539,human
1,C1=CC(=CC=C1C[C@@H](C(=O)O)N)OP(=O)(O)O,prot382,human
0,[2H]C1=C(C(=C2C(=C(C(=C(C2=C1[2H])[2H])[2H])[2H])[2H])[2H])[2H],prot1540,human
1,CC(=O)N,prot1541,human
1,C1=CC=C2C(=C1)C(=NO2)CS(=O)(=O)N,prot3,human
1,CC(=O)OCC1=C(N2[C@@H]([C@@H](C2=O)NC(=O)CC3=CC=CS3)SC1)C(=O)O,prot258,human
0,C[C@]12CC[C@H]3[C@@H]([C@@H]1CC[C@@H]2O)CCC4=C3C=CC(=C4)O,prot1542,human
1,C(CCNCCCN)CNCCCN,prot3,human
1,C1=CC2=C(C=CC(=C2)C(F)(F)P(=O)(O)O)C=C1C(=O)O,prot282,human
1,CN1CCC(=C2C3=C(C(=O)CC4=CC=CC=C42)SC=C3)CC1,prot28,human
0,CC(=O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CC[C@H]34)C,prot1367,human
1,CC1=C(C2=C(N1CC3=CC=CC=C3)C=CC(=C2)OC)CC(=O)O,prot595,human
1,C1=C(C=C(C(=C1Cl)N)F)S(=O)(=O)NC2=NN=C(S2)S(=O)(=O)N,prot3,human
0,C1C[C@@H]2CN[C@H](C[C@@H]2C[C@@H]1CCC3=NNN=N3)C(=O)O,prot1413,human
1,C[C@]12CCC3=C([C@@H]1CC[C@@]2(C)O)C=CC4=C3C=CC(=C4)O,prot118,human
1,CC(=O)N[C@@H]1[C@H]([C@H]([C@H](O[C@H]1O)CO)O)O,prot584,human
1,CNC(=O)C1=NC=CC(=C1)OC2=CC=C(C=C2)NC(=O)NC3=CC(=C(C=C3)Cl)C(F)(F)F,prot1263,human
0,C[C@]1(CCC[C@@]2([C@@H]1CC[C@]34[C@H]2CC[C@H](C3)C(=C)C4)C)CO,prot1079,human
1,C(C(=O)O)C(=O)O,prot527,human
0,C[C@H]1[C@H]([C@H]([C@@H]([C@@H](O1)OC)O)O)O,prot1448,human
0,C[C@]12CCC(=O)C=C1C=C[C@@H]3[C@@H]2CC[C@]4([C@H]3CC[C@]4(CCC(=O)O)O)C,prot871,human
0,CC1=C(C(CCC1)(C)C)/C=C/C(=C/C=C/C(=C/C=C/C=C(\C)/C=C/C=C(\C)/C=C/C2=C(C[C@H](CC2(C)C)O)C)/C)/C,prot1543,human
1,C(C(CO)O)O,prot3,human
0,C(C(=O)O)NC(CO)(CO)CO,prot355,human
0,CC(=O)OCC(=O)[C@]1(CC[C@@H]2[C@@]1(C[C@@H]([C@]3([C@H]2CCC4=CC(=O)C=C[C@@]43C)F)O)C)O,prot1544,human
0,[C@@H]([C@@H]([C@H](C(=O)O)O)O)([C@@H](C(=O)O)O)O,prot1545,human
1,CC1=CC=CC=C1,prot140,human
