celegans_bin,smiles,proteinName,protein_dataset
0,COC1=C(C=CC(=C1)C=O)O,prot188,celegans
0,CCN1C=NC2=C1N=CN=C2N,prot1048,celegans
1,CCN(CC)CCNC(=O)C1=C(NC(=C1C)/C=C\2/C3=C(C=CC(=C3)Cl)NC2=O)C,prot25,celegans
1,C(C(CO)O)O,prot288,celegans
0,C1=NC2=C(C(=N1)N)N=CN2C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OCC4C(C(C(O4)O)O)O)O)O,prot659,celegans
0,CCCC(CCC)C(=O)O,prot585,celegans
0,C(C(=O)[O-])Br,prot365,celegans
0,CC(C)CCC(C(C)(C1CCC2(C1(CC(C3C2=CC(=O)C4(C3(CC(C(C4)O)O)C)O)O)C)O)O)O,prot431,celegans
1,CN(C)CCCN1C=C(C2=CC=CC=C21)C3=C(C(=O)NC3=O)C4=CNC5=CC=CC=C54,prot25,celegans
0,COCCCCCCCCCCCC(=O)O,prot1550,celegans
0,C(CO)C(C(=O)O)N,prot590,celegans
1,C1C[C@H](N(C1)C(=O)C[C@@H](CC2=CC=CC=C2F)N)CNC(=O)C3=CC=CC=C3,prot139,celegans
0,CC1CCC2(C3(CC4(C5(C(C(C3(C5(C2(C1O)O4)O)O)OC(=O)C6=CC=CN6)(C(C)C)O)C)O)C)O,prot776,celegans
1,C1CC1C2=CC(=NN2)NC(=O)CC3=CC4=CC=CC=C4C=C3,prot79,celegans
0,CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)CC(C(=O)O)O)O,prot796,celegans
0,C1=NC2=C(C(=N1)N)N=CN2C3C(C(C(O3)COP(=O)(O)OP(=O)(O)O)O)O,prot1353,celegans
1,COC1=C(C(=C(C=C1)F)F)C(=O)C2=CN=C(N=C2N)NC3CCN(CC3)S(=O)(=O)C,prot25,celegans
1,C(COCCOCCO)O,prot807,celegans
1,C1[C@@H]2C[C@@H]2N([C@@H]1C#N)C(=O)[C@H](C34CC5CC(C3)CC(C5)(C4)O)N,prot139,celegans
0,C1=CC(=CC=C1OCC(CO)O)Cl,prot365,celegans
1,C(C(CO)O)O,prot30,celegans
1,C(C(CO)O)O,prot1552,celegans
1,C1=NC2=C(C(=N1)N)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)O)O)O,prot25,celegans
0,C1=NC(=O)C2=C(N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)O)O)O,prot65,celegans
1,CC1(C(=O)NC2=C(O1)C=CC(=N2)NC3=NC(=NC=C3F)NC4=CC(=C(C(=C4)OC)OC)OC)C,prot118,celegans
0,C1=NC(=O)C2=C(N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)O)O)O,prot1554,celegans
0,CNNC,prot1050,celegans
1,C1CN(CCC1N2C3=CC=CC=C3NC2=O)CCCC(C4=CC=C(C=C4)F)C5=CC=C(C=C5)F,prot1,celegans
1,C(C(CO)O)O,prot1473,celegans
0,C1=CC=C2C(=C1)C(=C3C=CC=CC3=N2)N,prot1334,celegans
1,CCCN1C(=NC(=C1C2=NC(=NC=C2)NC3CCCCC3)C4=CC(=C(C=C4)Cl)Cl)C5CCNCC5,prot803,celegans
1,C1=NC2=C(C(=N1)N)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O,prot1017,celegans
0,C(C(C(C(=O)CO)O)O)O,prot196,celegans
0,[O-]S(=O)(=O)[O-],prot1555,celegans
1,C1C=C[C@H]2C(=C1)C=CC3=C(N2CC4=CN=C5C(=N4)C(=NC(=N5)N)N)C=CC(=C3)O,prot48,celegans
0,CC1CCC2(C3(CC4(C5(C(C(C3(C5(C2(C1O)O4)O)O)OC(=O)C6=CC=CN6)(C(C)C)O)C)O)C)O,prot23,celegans
1,C(C(CO)O)O,prot1359,celegans
0,C(Br)(Br)Br,prot751,celegans
1,CN(C)CCCN1C2=CC=CC=C2SC3=CC=CC=C31,prot1,celegans
0,C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@]2([C@H](C[C@]4([C@H]3CC[C@]4(C)O)C)O)F,prot339,celegans
0,CC(CCCN)(C(=O)O)N,prot363,celegans
0,CCC(C)C(C(=O)O)N,prot950,celegans
1,C1CN(CC2=C1SC=C2)CC3=CC=CC=C3Cl,prot1,celegans
1,C1=CC(=CC=C1C#N)C2=CC=C(C=C2)OCCC(=O)NO,prot338,celegans
1,CC1(C(=O)NC2=C(O1)C=CC(=N2)NC3=NC(=NC=C3F)NC4=CC(=C(C(=C4)OC)OC)OC)C,prot877,celegans
1,CCN(CC)CCNC(=O)C1=C(NC(=C1C)/C=C\2/C3=C(C=CC(=C3)Cl)NC2=O)C,prot472,celegans
1,C([C@@H](C(=O)O)N)OP(=O)(O)O,prot117,celegans
1,CN1CCC(=C2C3=CC=CC=C3C=CC4=CC=CC=C42)CC1,prot1,celegans
0,C1=CC=C2C=C3C=C4C=C5C=CC=CC5=CC4=CC3=CC2=C1,prot171,celegans
1,C1[C@@H]([C@H](O[C@H]1N2C=CC(=O)NC2=O)COP(=O)(O)O)O,prot781,celegans
0,CCC(C)C(=O)O,prot1334,celegans
1,CNC(=C)C(=O)O,prot388,celegans
0,C1[C@H]([C@@H]([C@H]([C@@H]([C@H]1N)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CN)O)O)N)O[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O[C@@H]4[C@@H]([C@H]([C@@H]([C@@H](O4)CN)O)O)N)O)O)N,prot1508,celegans
1,C1=NC2=C(C(=N1)N)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O,prot1556,celegans
0,CCCC(=O)NC1=NC=NC2=C1N=CN2[C@H]3[C@@H]([C@H]4[C@H](O3)COP(=O)(O4)O)OC(=O)CCC,prot1275,celegans
1,C(C(CO)O)O,prot1557,celegans
1,C1=C(C=C2C(=C1Cl)C(=C(N2)C(=O)O)CCC(=O)O)Cl,prot1023,celegans
0,C([C@@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)O[C@H]([C@@H](CO)O)[C@@H]([C@H](C(=O)O)O)O)O)O)O)O,prot158,celegans
0,C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C4N=CN=C5N)OP(=O)(O)O)O)O)O)C(=O)N,prot1469,celegans
0,C1=CC=C(C=C1)C2=CC(=O)C3=C(O2)C4=CC=CC=C4C=C3,prot1558,celegans
1,C(C(CO)O)O,prot331,celegans
1,CN1C2CCCC1CC(C2)NC(=O)C3=NN(C4=CC=CC=C43)C,prot283,celegans
1,CNCCCN1C2=CC=CC=C2CCC3=CC=CC=C31,prot2,celegans
1,C(C(CO)O)O,prot176,celegans
0,C1=CN(C2=C1C(=NC=N2)N)[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O,prot154,celegans
1,C[C@@H](CC(C)(C)O)O,prot574,celegans
1,C1=C(C=C(C(=C1Br)O)Br)Br,prot3,celegans
1,CN(C)CC(C1=CC=C(C=C1)O)C2(CCCCC2)O,prot2,celegans
1,C[C@@H]1C(=O)NCCCN1C(=O)C[C@@H](CC2=CC(=C(C=C2F)F)F)N,prot139,celegans
0,C1=C2C(=CC(=C1Cl)Cl)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O,prot492,celegans
0,CN(C)CCNC(=O)C1=C2C(=CC=C1)N=C3C=CC=C(C3=N2)Br,prot1338,celegans
0,CN(C)N,prot299,celegans
1,CN(C)CCC=C1C2=CC=CC=C2CCC3=CC=CC=C31,prot1,celegans
0,C(CN)C(C(=O)O)N,prot1311,celegans
0,CC(=O)NC1C(C(C(OC1O)CO)O)O,prot969,celegans
1,C([C@@H](C(=O)O)N)SS,prot25,celegans
0,CC(C)(C)O,prot1559,celegans
1,C(CNC(CO)(CO)CO)CNC(CO)(CO)CO,prot1560,celegans
1,CC1=CC=CC=C1[C@H]2CCCN2C(=O)C3=C(C=C(C=C3)O)O,prot71,celegans
1,C1=CC(=C(C(=C1)F)NC(=S)N2C(=NC(=N2)NC3=CC=C(C=C3)S(=O)(=O)N)N)F,prot25,celegans
1,C1CN(CCC1NCC2=CC=CC=C2O)S(=O)(=O)NC3=CC(=CC=C3)OC4=CC=C(C=C4)F,prot25,celegans
0,C(Br)(Br)Br,prot525,celegans
1,CN1CCN(CC1)C2=C3C=CC=CC3=NC4=C(N2)C=C(C=C4)Cl,prot1,celegans
0,CCCCN(CCCC)CCCC,prot177,celegans
0,C1CCC(C1)(C(=O)O)N,prot551,celegans
0,CC(CO)C(=O)O,prot466,celegans
1,C([C@@H](C(=O)O)N)SO,prot236,celegans
1,C1=NC2=C(C(=N1)N)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OC[C@@H]4[C@H]([C@H]([C@H](O4)O)O)O)O)O,prot444,celegans
1,CCCCCCCCCCCCSC1=NNN=C1C(=O)O,prot493,celegans
0,CCCCCC(=O)O,prot673,celegans
1,C(C(CO)O)O,prot669,celegans
1,C[As](=O)(C)O,prot1274,celegans
0,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)CC(=O)O)O,prot1407,celegans
0,CCCCCCCC(=O)O,prot673,celegans
1,CC(=O)N[C@@H]1[C@H]([C@H]([C@H](O[C@H]1O)CO)O)O,prot1391,celegans
0,CCC(C)OC(=O)C,prot1562,celegans
1,C1CN(CCN1CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)Cl)CCO,prot1,celegans
1,C1=CC(=CC=C1C[C@@H](C(=O)O)N)OP(=O)(O)O,prot1359,celegans
0,C1[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=NC4=C3N=CN=C4N)O)OP(=O)(O1)O,prot871,celegans
0,C1=CC2=C(C(=C1)O)N=CC=C2,prot1563,celegans
1,CS(=O)C,prot966,celegans
1,COC1=C(C(=C(C=C1)F)F)C(=O)C2=CN=C(N=C2N)NC3CCN(CC3)S(=O)(=O)C,prot25,celegans
0,C([C@@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)O[C@H]([C@@H](CO)O)[C@@H]([C@H](C(=O)O)O)O)O)O)O)O,prot1088,celegans
1,C(CC(=O)N)[C@@H](C(=O)O)N,prot129,celegans
0,CCC(C)CO,prot591,celegans
0,CC(C1CCC2C1(CCC3C2CCC4C3(CCC(C4)O)C)C)O,prot1564,celegans
0,C1[C@H](O[C@H]([C@@H]1O)N2C=NC3=C2N=CN=C3N)CO,prot546,celegans
0,CC(=O)CC(=O)CCC(=O)O,prot1208,celegans
1,C1=CC=C2C(=C1)C(=C(N2)C3=C4C=CC=CC4=NC3=O)NO,prot25,celegans
1,C1C[C@@H]2N(C1)C(=O)C3=CC4=C(C=C3O2)OCCO4,prot8,celegans
1,CC1=CC(=CC(=C1O)C)/C=C/C2=CC=CC=C2,prot3,celegans
0,CCCCCC(C=CC1C(CC(=O)C1CC=CCCCC(=O)O)O)O,prot224,celegans
0,C1CC[N+]2(C1)C3CCC2CC(C3)OC(=O)C(C4=CC=CC=C4)(C5=CC=CC=C5)O,prot534,celegans
1,CC1=C(C=C(C=C1)C(=O)NC2=CC(=CC(=C2)N3C=C(N=C3)C)C(F)(F)F)NC4=NC=CC(=N4)C5=CN=CC=C5,prot118,celegans
1,C(CCN)C[C@@H](C(=O)O)N,prot243,celegans
0,C1CCC(C1)(C(=O)O)N,prot456,celegans
0,C1=CC(=CC=C1C(=O)O)N,prot139,celegans
1,CCCCCCCCCCCCCCCC(=O)O,prot413,celegans
0,C(C(=O)C(=O)O)O,prot783,celegans
1,C(C(CO)O)O,prot772,celegans
1,CN1CCC(CC1)OC(C2=CC=CC=C2)C3=CC=CC=C3,prot1,celegans
1,C1C[C@H](N(C1)C(=O)CNC23CC4CC(C2)CC(C4)(C3)O)C#N,prot139,celegans
0,CC(CCO)O,prot325,celegans
1,CC1=C(C=C2C(=C1)C(CCC2(C)C)(C)C)C3(CC3)C4=NC=C(C=C4)C(=O)O,prot15,celegans
0,CCN(CC)C(=O)C1CN(C2CC3=CNC4=CC=CC(=C34)C2=C1)C,prot711,celegans
0,CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O,prot596,celegans
0,CSCC1C(C(C(O1)N2C=NC3=C2N=CN=C3N)O)O,prot1565,celegans
0,CC1=CN(C(=O)NC1=O)C2CCC(O2)CO,prot1181,celegans
1,C1=CC(=CC=C1C[C@@H](C(=O)O)N)OP(=O)(O)O,prot571,celegans
0,C(CCN)CN,prot1139,celegans
0,C1C(C(C(C1N2C=NC3=C2N=CN=C3N)O)O)CO,prot223,celegans
0,C(C#N)C(C(=O)O)N,prot610,celegans
1,CS(=O)C,prot8,celegans
0,C1=CC=C2C=C(C(=CC2=C1)C(=O)O)O,prot1423,celegans
1,C1C(=O)N([C@@H](S1)C2=CC(=CC=C2)Br)C3=C(C=CC(=C3)Cl)O,prot834,celegans
0,C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C4N=CN=C5N)OP(=O)(O)O)O)O)O)C(=O)N,prot56,celegans
1,C1(=C(C2=NNN=C2C(=C1Br)Br)Br)Br,prot25,celegans
0,C(CN)CO,prot559,celegans
1,C1=CC2=C(C=CN=C2)C(=C1)S(=O)(=O)NCCNCCOCC3=CC=C(C=C3)Cl,prot25,celegans
0,C12=C(NC(=O)N1)NC(=O)NC2=O,prot503,celegans
1,CC(C)C[C@H](CC(=O)NO)C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)NC,prot338,celegans
1,COC1=CC(=CC(=C1OC)OC)NC2=NC=CC(=N2)NC3=C(C=CC4=C3OCO4)Cl,prot178,celegans
0,CC(=C)C(=O)O,prot1128,celegans
0,C(CO)O,prot1567,celegans
0,C(C(C(=O)O)O)O,prot279,celegans
0,C(=O)C=O,prot1568,celegans
1,C1=C(C(=O)NO1)C(=O)O,prot316,celegans
1,CN(C)CCCN1C2=CC=CC=C2SC3=CC=CC=C31,prot2,celegans
0,CCOC(=O)C(=C)C,prot631,celegans
0,C(C(=O)[O-])Br,prot1397,celegans
1,CCO,prot1569,celegans
0,C(C(=O)O)C(=O)O,prot0,celegans
0,CC(C)CC1CN2CCC3=CC(=C(C=C3C2CC1=O)OC)OC,prot717,celegans
1,CN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3,prot283,celegans
0,C1=NC2=C(C(=N1)N)N=CN2C3C(C(C(O3)COP(=O)(O)OP(=O)(O)O)O)O,prot1163,celegans
1,C([C@@H](C(=O)O)N)SO,prot327,celegans
0,C[S+](CCC(C(=O)O)N)CC1C(C(C(O1)N2C=NC3=C2N=CN=C3N)O)O,prot1570,celegans
1,CC(C)(C)OC(=O)N1CC2=C(C[C@@H]1C(=O)NC)C=CC(=C2)NS(=O)(=O)O,prot191,celegans
1,C1=C2C(=CC(=C1Cl)Cl)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O,prot25,celegans
1,CNCCC=C1C2=CC=CC=C2CCC3=CC=CC=C31,prot1,celegans
0,C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C4N=CN=C5N)OP(=O)(O)O)O)O)O)C(=O)N,prot108,celegans
1,C(C(CO)O)O,prot1571,celegans
1,C1CN(CCN1CCOCCO)C2=NC3=CC=CC=C3SC4=CC=CC=C42,prot283,celegans
0,C[C@]12CC(=O)[C@H]3[C@H]([C@@H]1CC[C@@]2(C(=O)CO)O)CCC4=CC(=O)C=C[C@]34C,prot250,celegans
1,CC1=CC2=C(C=C1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)OP(=O)(O)OC[C@@H]4[C@H]([C@H]([C@@H](O4)N5C=NC6=C5N=CN=C6N)O)O)O)O)O,prot1573,celegans
0,COC1=CC=C(C=C1)C(=O)O,prot459,celegans
1,C(COCCOCCO)O,prot154,celegans
1,CC1=CC=CC(=N1)C2=NC3=CC=CC=C3C(=N2)NC4=CC5=C(C=C4)NN=C5,prot578,celegans
1,CN1CCCC(CC1)N2C(=O)C3=CC=CC=C3C(=N2)CC4=CC=C(C=C4)Cl,prot1,celegans
1,C1(=NONC1=O)C(=O)O,prot316,celegans
0,C1CC(OC1)N2C=NC3=C2N=CN=C3N,prot1574,celegans
0,CC(C(=O)C)O,prot739,celegans
1,C(CO)C(CCO)(CCO)N,prot25,celegans
1,C1=CC=C(C(=C1)C(=O)O)O,prot1156,celegans
0,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)CC(=O)O)O,prot1575,celegans
0,C1=C(C=C(C(=C1[N+](=O)[O-])O)[N+](=O)[O-])[N+](=O)[O-],prot175,celegans
1,CC1=C2C=C(C=CC2=NN1)C3=CC(=CN=C3)OC[C@H](CC4=CC=CC=C4)N,prot25,celegans
0,CC(C)C(C(C)(C)CO)O,prot1158,celegans
1,CCNC(=O)N(CCCN(C)C)C(=O)[C@@H]1C[C@H]2[C@@H](CC3=CNC4=CC=CC2=C34)N(C1)CC=C,prot1,celegans
1,CC1=C(C=C(C=C1)NC(=O)C2=CC=C(C=C2)CN3CCN(CC3)C)NC4=NC=CC(=N4)C5=CN=CC=C5,prot571,celegans
1,CC1=CC2=C(C=C1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)OP(=O)(O)OC[C@@H]4[C@H]([C@H]([C@@H](O4)N5C=NC6=C5N=CN=C6N)O)O)O)O)O,prot487,celegans
1,CC(=O)N[C@@H]1[C@H]([C@H]([C@H](O[C@H]1O)CO)O)O,prot26,celegans
0,CCC(C)CO,prot675,celegans
0,C1=NC(=O)C2=C(N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)O)O)O,prot1576,celegans
1,C(C(CO)O)O,prot63,celegans
1,C1(=C(C2=NNN=C2C(=C1Br)Br)Br)Br,prot79,celegans
1,CCCO,prot178,celegans
1,C=C(C(=O)O)OP(=O)(O)O,prot474,celegans
0,C1=CC=C(C(=C1)C(=O)O)N,prot114,celegans
1,C1CN(CCN1C/C=C/C2=CC=CC=C2)C(C3=CC=CC=C3)C4=CC=CC=C4,prot1,celegans
0,C1=NC2=C(C(=N1)N)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)CSCCC(C(=O)O)N)O)O,prot389,celegans
0,CC1C(C(C(C(O1)OP(=O)(O)OP(=O)(O)OCC2C(C(C(O2)N3C=NC4=C3NC(=NC4=O)N)O)O)O)O)O,prot421,celegans
0,C1[C@@H]([C@H](O[C@H]1N2C=C(C(=O)NC2=O)C(F)(F)F)CO)O,prot281,celegans
0,C1=NC(=O)C2=C(N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)O)O)O,prot784,celegans
1,C(C(CO)O)O,prot315,celegans
0,C(C(CO)(CO)CO)O,prot955,celegans
1,C1=CC=C2C(=C1)C(=O)/C(=C/3\C4=C(C=CC(=C4)Br)NC3=O)/N2,prot25,celegans
1,CC(=O)N[C@@H]1[C@H]([C@H]([C@H](O[C@H]1O)CO)O)O,prot1508,celegans
0,C(=O)C=O,prot1578,celegans
1,CCN1CCCC1CNC(=O)C2=C(C=CC(=C2)S(=O)(=O)N)OC,prot1,celegans
0,CC(C(=O)O)N,prot748,celegans
0,C1=NC2=C(C(=N1)N)N=CN2C3C(C(C(O3)CO)O)O,prot1092,celegans
0,C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C4N=CN=C5N)OP(=O)(O)O)O)O)O)C(=O)N,prot1157,celegans
1,C1=NC2=C(C(=N1)N)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)O)O)O,prot441,celegans
0,CC1(C2CCC(O1)(CC2)C)C,prot1459,celegans
1,CCCCCCO[C@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)O)O,prot792,celegans
0,CCCCCCCCCCC(=O)O,prot1580,celegans
0,C(CN(CC(=O)O)CC(=O)O)N(CCN(CC(=O)O)CC(=O)O)CC(=O)O,prot177,celegans
0,C(CS)C(=O)O,prot35,celegans
0,C(CCC(=O)O)CCN,prot1175,celegans
1,C1=CC(=CC=C1C2=C(C=NN2)C3=CC=NC=C3)F,prot25,celegans
1,C1=NC2=C(C(=N1)N)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)O)O)O,prot1581,celegans
1,C1=CC(=CC2=C1C=CC(=C2)C(F)(F)P(=O)(O)O)C(F)(F)P(=O)(O)O,prot191,celegans
0,CN(C)N,prot796,celegans
0,CC(CC(=O)O)O,prot321,celegans
1,CNCCC=C1C2=CC=CC=C2CCC3=CC=CC=C31,prot1,celegans
1,C1CCC(CC1)COC2=NC(=NC(=C2N=O)N)NC3=CC=C(C=C3)C(=O)N,prot25,celegans
0,C(CC(CC(=O)O)N)CN,prot91,celegans
1,CC(=O)C(=O)O,prot474,celegans
0,CC1=CC(=O)NC(=O)N1,prot1049,celegans
0,C1C(C(OC1N2C=C(C(=O)NC2=O)F)COP(=O)(O)O)O,prot1582,celegans
0,CCCCCCCCO,prot673,celegans
1,CN(C)CCC=C1C2=CC=CC=C2CCC3=CC=CC=C31,prot1,celegans
0,C1=NC2=C(C(=N1)N)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)CSCCC(C(=O)O)N)O)O,prot1583,celegans
0,CC(C(=O)C)O,prot703,celegans
1,C1CN(CCN1CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F)CCO,prot1,celegans
0,C(C(=O)[O-])F,prot1139,celegans
0,C1=NC2=C(C(=N1)N)N=CN2C3C(C(C(O3)COP(=O)(O)OP(=O)(O)O)O)O,prot965,celegans
1,C1CCC(CC1)COC2=NC(=NC3=C2NC=N3)NC4=CC=C(C=C4)O,prot25,celegans
0,C1[C@H]([C@@H]([C@H](O[C@@H]1O)CO)O)O,prot64,celegans
1,C1CNCC2=C1C=CC(=C2)I,prot805,celegans
0,CC(C(=O)O)N,prot549,celegans
0,CC(CC1=CC=CC=C1)NC2=NC=NC3=C2N=CN3C4C(C(C(O4)CO)O)O,prot1068,celegans
0,COCC(=O)O,prot64,celegans
1,CC1=C(C(=O)C2=CC=CC=C2C1=O)CCCCCC(=O)O,prot236,celegans
0,C(Br)(Br)Br,prot1585,celegans
1,C(CO)C(CCO)(CCO)N,prot105,celegans
1,C1=CC2=C(/C(=C/3\C4=C(C=C(C=C4)Br)NC3=O)/N=C2C=C1)NO,prot25,celegans
0,CC(CCC(=O)O)C1CCC2C1(C(CC3C2C(CC4C3(CCC(C4)O)C)O)O)C,prot301,celegans
0,CCC(=O)C,prot569,celegans
0,CC(C(C)O)O,prot367,celegans
1,C(C(CO)O)O,prot1586,celegans
1,C1=NC2=C(C(=N1)N)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)O)O)O,prot171,celegans
0,C1=C(C(=O)NC(=O)N1)C2C(C(C(O2)COP(=O)(O)O)O)O,prot634,celegans
1,CN1CCC(=C2C3=CC=CC=C3C=CC4=CC=CC=C42)CC1,prot1,celegans
0,CC1CC2C3CCC4=CC(=O)C=CC4(C3C(=O)CC2([C@]1(C(=O)CO)O)C)C,prot174,celegans
0,C1=CC=C2C=C3C=C4C=C5C=CC=CC5=CC4=CC3=CC2=C1,prot779,celegans
0,C1C(CNC1C(=O)O)O,prot1225,celegans
1,C1C(=O)N([C@@H](S1)C2=CC(=CC=C2)Br)C3=C(C=CC(=C3)Cl)O,prot119,celegans
0,C1=CC=C2C(=C1)C(=CN2)CC(C(=O)O)N,prot339,celegans
0,CCC(C(=O)O)N,prot99,celegans
0,C1=CN(C2=C1C(=NC=N2)N)[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O,prot857,celegans
0,CCCC(=O)O,prot770,celegans
1,C1=CC(=CC(=C1)OC[C@H](CO)O)C(=O)C2=C(N(N=C2)C3=CC=C(C=C3)F)N,prot25,celegans
0,C(C(C(=O)O)O)C(=O)O,prot1587,celegans
0,CC(C(C)O)O,prot1129,celegans
0,C(C1C(C(C(O1)O)O)O)O,prot612,celegans
0,CC(C=O)O,prot720,celegans
0,CCOC(=O)C(C)C(=O)C,prot579,celegans
0,CC(C(=O)O)C(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O,prot1152,celegans
1,C(CC=O)CC=O,prot1588,celegans
0,CCCCCCCCC(=O)O,prot753,celegans
0,CSCC1C(C(C(O1)N2C=NC3=C2N=CN=C3N)O)O,prot1589,celegans
1,C(C(CO)O)O,prot508,celegans
0,C1=CC(=CC=C1C(=O)NC(CCC(=O)O)C(=O)O)NCC2=CN=C3C(=N2)C(=NC(=N3)N)N,prot160,celegans
1,C1=CC=C(C=C1)CN,prot791,celegans
0,CCCC(CCC)C(=O)O,prot1590,celegans
0,C1=CC=C2C(=C1)C=NC3=CC=CC=C23,prot163,celegans
1,CC1=C(C=C(C=C1)C(=O)NC2CC2)C3=CC=C(C=C3)C(=O)NCC4CC4,prot25,celegans
1,C(C(CO)O)O,prot40,celegans
1,CCN1CCC[C@H]1CNC(=O)C2=C(C=CC(=C2OC)Br)OC,prot1,celegans
0,CC(CCO)O,prot205,celegans
0,CC(C)C1=C(C(=CC=C1)C(C)C)O,prot778,celegans
0,C[C@]12CC[C@H]3[C@H]([C@@H]1CCC2=O)CCC4=CC(=O)C=C[C@]34C,prot1331,celegans
0,CN1CC[C@@]23C=C[C@@H](C[C@@H]2OC4=C(C=CC(=C34)C1)OC)O,prot204,celegans
1,C(CCN)C[C@@H](C(=O)O)N,prot1020,celegans
1,C(C(CO)O)O,prot346,celegans
1,C1=CC(=CC=C1CC2=CC=C(C=C2)OP(=O)(O)O)OP(=O)(O)O,prot191,celegans
0,C1CC(OC1)N2C=NC3=C2N=CN=C3N,prot157,celegans
0,C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C4N=CN=C5N)OP(=O)(O)O)O)O)O)C(=O)N,prot380,celegans
0,C1CC(NC1)C(=O)O,prot688,celegans
1,C1=CC2=C(/C(=C/3\C4=C(C=C(C=C4)Br)NC3=O)/N=C2C=C1)NO,prot25,celegans
0,C[C@]12CC[C@H]3[C@H]([C@@H]1C[C@H]([C@@H]2O)O)CCC4=C3C=CC(=C4)O,prot131,celegans
0,C[N+](C)(C)[O-],prot466,celegans
1,CCC1=C(C(=NC(=N1)N)N)C2=CC=C(C=C2)Cl,prot160,celegans
0,CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)CC(C(=O)O)O)O,prot1591,celegans
